-6.000000	0.000916
-5.900000	0.001251
-5.800000	0.001251
-5.700000	0.000778
-5.600000	0.001389
-5.500000	0.001434
-5.400000	0.001373
-5.300000	0.001282
-5.200000	0.001007
-5.100000	0.001205
-5.000000	0.001663
-4.900000	0.001587
-4.800000	0.002152
-4.700000	0.002564
-4.600000	0.002609
-4.500000	0.002243
-4.400000	0.002167
-4.300000	0.002564
-4.200000	0.002670
-4.100000	0.002548
-4.000000	0.002808
-3.900000	0.003006
-3.800000	0.003967
-3.700000	0.003281
-3.600000	0.003632
-3.500000	0.004028
-3.400000	0.004303
-3.300000	0.003952
-3.200000	0.004563
-3.100000	0.005249
-3.000000	0.005890
-2.900000	0.005570
-2.800000	0.006226
-2.700000	0.006195
-2.600000	0.006745
-2.500000	0.007431
-2.400000	0.007294
-2.300000	0.008332
-2.200000	0.008011
-2.100000	0.008744
-2.000000	0.009308
-1.900000	0.009766
-1.800000	0.010224
-1.700000	0.010468
-1.600000	0.011383
-1.500000	0.011429
-1.400000	0.011856
-1.300000	0.012680
-1.200000	0.013230
-1.100000	0.014054
-1.000000	0.013535
-0.900000	0.014863
-0.800000	0.015000
-0.700000	0.016205
-0.600000	0.016144
-0.500000	0.017075
-0.400000	0.017106
-0.300000	0.018174
-0.200000	0.018082
-0.100000	0.019318
-0.000000	0.018433
0.100000	0.019364
0.200000	0.019532
0.300000	0.019913
0.400000	0.020081
0.500000	0.019913
0.600000	0.019532
0.700000	0.019745
0.800000	0.019532
0.900000	0.020081
1.000000	0.019700
1.100000	0.019501
1.200000	0.020112
1.300000	0.019868
1.400000	0.019379
1.500000	0.019059
1.600000	0.018647
1.700000	0.018281
1.800000	0.018448
1.900000	0.017106
2.000000	0.017945
2.100000	0.017838
2.200000	0.017457
2.300000	0.016724
2.400000	0.016190
2.500000	0.016465
2.600000	0.016556
2.700000	0.016236
2.800000	0.015198
2.900000	0.016160
3.000000	0.014878
3.100000	0.014985
3.200000	0.014267
3.300000	0.013779
3.400000	0.013932
3.500000	0.013443
3.600000	0.013092
3.700000	0.012543
3.800000	0.012528
3.900000	0.011948
4.000000	0.012406
4.100000	0.011322
4.200000	0.011673
4.300000	0.010865
4.400000	0.011048
4.500000	0.010285
4.600000	0.010208
4.700000	0.009751
4.800000	0.009735
4.900000	0.009552
5.000000	0.009934
5.100000	0.009156
5.200000	0.008972
5.300000	0.009201
5.400000	0.008499
5.500000	0.008698
5.600000	0.007721
5.700000	0.007401
5.800000	0.008713
5.900000	0.007035
6.000000	0.007584
6.100000	0.007172
