-6.000000	0.227447
-5.900000	0.237848
-5.800000	0.235021
-5.700000	0.240561
-5.600000	0.243387
-5.500000	0.242256
-5.400000	0.252657
-5.300000	0.251526
-5.200000	0.260344
-5.100000	0.260457
-5.000000	0.256952
-4.900000	0.262492
-4.800000	0.266222
-4.700000	0.266787
-4.600000	0.273909
-4.500000	0.274361
-4.400000	0.275605
-4.300000	0.281031
-4.200000	0.283066
-4.100000	0.286231
-4.000000	0.292336
-3.900000	0.295840
-3.800000	0.300023
-3.700000	0.306466
-3.600000	0.299683
-3.500000	0.308049
-3.400000	0.314040
-3.300000	0.318901
-3.200000	0.317092
-3.100000	0.324893
-3.000000	0.329075
-2.900000	0.335293
-2.800000	0.333823
-2.700000	0.340380
-2.600000	0.347389
-2.500000	0.350667
-2.400000	0.354058
-2.300000	0.358693
-2.200000	0.363102
-2.100000	0.366946
-2.000000	0.372598
-1.900000	0.375650
-1.800000	0.381302
-1.700000	0.389102
-1.600000	0.391476
-1.500000	0.395320
-1.400000	0.400068
-1.300000	0.405720
-1.200000	0.406964
-1.100000	0.413181
-1.000000	0.421660
-0.900000	0.422677
-0.800000	0.430025
-0.700000	0.434886
-0.600000	0.439182
-0.500000	0.445625
-0.400000	0.450825
-0.300000	0.453538
-0.200000	0.459643
-0.100000	0.461791
-0.000000	0.469591
0.100000	0.474791
0.200000	0.474904
0.300000	0.481913
0.400000	0.483608
0.500000	0.489600
0.600000	0.491409
0.700000	0.492878
0.800000	0.494800
0.900000	0.501922
1.000000	0.499096
1.100000	0.501922
1.200000	0.502713
1.300000	0.504070
1.400000	0.502826
1.500000	0.505991
1.600000	0.507800
1.700000	0.505087
1.800000	0.504296
1.900000	0.502600
2.000000	0.502261
2.100000	0.501696
2.200000	0.500000
2.300000	0.499322
2.400000	0.501130
2.500000	0.492426
2.600000	0.491974
2.700000	0.484626
2.800000	0.484513
2.900000	0.485191
3.000000	0.476260
3.100000	0.476713
3.200000	0.472191
3.300000	0.468121
3.400000	0.463825
3.500000	0.461225
3.600000	0.453651
3.700000	0.455799
3.800000	0.445738
3.900000	0.442121
4.000000	0.438051
4.100000	0.431834
4.200000	0.428442
4.300000	0.423807
4.400000	0.419399
4.500000	0.418833
4.600000	0.409451
4.700000	0.397807
4.800000	0.397581
4.900000	0.397694
5.000000	0.388876
5.100000	0.378702
5.200000	0.382772
5.300000	0.378476
5.400000	0.363554
5.500000	0.369885
5.600000	0.352928
5.700000	0.358467
5.800000	0.346597
5.900000	0.344563
6.000000	0.339815
6.100000	0.336988
