-6.000000	0.009457
-5.900000	0.007195
-5.800000	0.010438
-5.700000	0.007168
-5.600000	0.010029
-5.500000	0.010302
-5.400000	0.013354
-5.300000	0.012564
-5.200000	0.013627
-5.100000	0.013954
-5.000000	0.014472
-4.900000	0.016652
-4.800000	0.017960
-4.700000	0.019350
-4.600000	0.020604
-4.500000	0.020904
-4.400000	0.022048
-4.300000	0.023738
-4.200000	0.023956
-4.100000	0.025537
-4.000000	0.025401
-3.900000	0.026382
-3.800000	0.028944
-3.700000	0.030552
-3.600000	0.032514
-3.500000	0.034585
-3.400000	0.034149
-3.300000	0.037883
-3.200000	0.038891
-3.100000	0.041344
-3.000000	0.041998
-2.900000	0.044206
-2.800000	0.047994
-2.700000	0.050474
-2.600000	0.052655
-2.500000	0.054617
-2.400000	0.060013
-2.300000	0.060940
-2.200000	0.068217
-2.100000	0.071705
-2.000000	0.073776
-1.900000	0.079145
-1.800000	0.084569
-1.700000	0.089556
-1.600000	0.095334
-1.500000	0.102093
-1.400000	0.109343
-1.300000	0.114412
-1.200000	0.122724
-1.100000	0.129156
-1.000000	0.138722
-0.900000	0.147662
-0.800000	0.155702
-0.700000	0.165131
-0.600000	0.172381
-0.500000	0.183146
-0.400000	0.190832
-0.300000	0.199335
-0.200000	0.206012
-0.100000	0.215578
-0.000000	0.220293
0.100000	0.226998
0.200000	0.234111
0.300000	0.241688
0.400000	0.245585
0.500000	0.249073
0.600000	0.255124
0.700000	0.257522
0.800000	0.261038
0.900000	0.262564
1.000000	0.263463
1.100000	0.266489
1.200000	0.266325
1.300000	0.268505
1.400000	0.267524
1.500000	0.269241
1.600000	0.267361
1.700000	0.269677
1.800000	0.270604
1.900000	0.269950
2.000000	0.266271
2.100000	0.267497
2.200000	0.267088
2.300000	0.266243
2.400000	0.259375
2.500000	0.258067
2.600000	0.258612
2.700000	0.257440
2.800000	0.253352
2.900000	0.251826
3.000000	0.250981
3.100000	0.250055
3.200000	0.243922
3.300000	0.244304
3.400000	0.242560
3.500000	0.237218
3.600000	0.235637
3.700000	0.230023
3.800000	0.231849
3.900000	0.229233
4.000000	0.225390
4.100000	0.224381
4.200000	0.222719
4.300000	0.218685
4.400000	0.216205
4.500000	0.213562
4.600000	0.211027
4.700000	0.210754
4.800000	0.207211
4.900000	0.203995
5.000000	0.204186
5.100000	0.202714
5.200000	0.198027
5.300000	0.193612
5.400000	0.194239
5.500000	0.187234
5.600000	0.188243
5.700000	0.183364
5.800000	0.182819
5.900000	0.183419
6.000000	0.175815
6.100000	0.176278
